deploymentNumber,Reference Designator,sensor.uid,startDateTime,stopDateTime,lat,lon,mooring.uid,CUID_Deploy,node.uid,versionNumber,deployedBy,CUID_Recover,recoveredBy,orbit,deployment_depth,water_depth,notes,electrical.uid,assembly_template_revision
8,CE02SHSP-SP001-04-OPTAAJ000,CGINS-OPTAAJ-00138,2017-12-07T19:01:00,2018-01-02T18:35:00,44.64102,-124.30216,CGMCE-02SHSP-00008,PS1712A,CGVEH-CSPPCE-00003,1,,,,,80,80,,,
8,CE02SHSP-SP001-09-PARADJ000,CGINS-PARADJ-00411,2017-12-07T19:01:00,2018-01-02T18:35:00,44.64102,-124.30216,CGMCE-02SHSP-00008,PS1712A,CGVEH-CSPPCE-00003,1,,,,,80,80,,,
8,CE02SHSP-SP001-06-SPKIRJ000,CGINS-SPKIRJ-00282,2017-12-07T19:01:00,2018-01-02T18:35:00,44.64102,-124.30216,CGMCE-02SHSP-00008,PS1712A,CGVEH-CSPPCE-00003,1,,,,,80,80,,,
8,CE02SHSP-SP001-02-VELPTJ000,CGINS-VELPTJ-11779,2017-12-07T19:01:00,2018-01-02T18:35:00,44.64102,-124.30216,CGMCE-02SHSP-00008,PS1712A,CGVEH-CSPPCE-00003,1,,,,,80,80,,,
9,CE02SHSP-SP001-00-SPPENG000,CGCON-CSPPCE-00006,2018-04-20T18:22:00,2018-05-09T21:00:00,44.63362,-124.302583,CGMCE-02SHSP-00009,PS201804A,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
9,CE02SHSP-SP001-08-CTDPFJ000,CGINS-CTDPFJ-00349,2018-04-20T18:22:00,2018-05-09T21:00:00,44.63362,-124.302583,CGMCE-02SHSP-00009,PS201804A,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
9,CE02SHSP-SP001-01-DOSTAJ000,CGINS-DOSTAJ-00646,2018-04-20T18:22:00,2018-05-09T21:00:00,44.63362,-124.302583,CGMCE-02SHSP-00009,PS201804A,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
9,CE02SHSP-SP001-07-FLORTJ000,CGINS-FLORTJ-01156,2018-04-20T18:22:00,2018-05-09T21:00:00,44.63362,-124.302583,CGMCE-02SHSP-00009,PS201804A,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
9,CE02SHSP-SP001-05-NUTNRJ000,CGINS-NUTNRJ-00337,2018-04-20T18:22:00,2018-05-09T21:00:00,44.63362,-124.302583,CGMCE-02SHSP-00009,PS201804A,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
9,CE02SHSP-SP001-04-OPTAAJ000,CGINS-OPTAAJ-00137,2018-04-20T18:22:00,2018-05-09T21:00:00,44.63362,-124.302583,CGMCE-02SHSP-00009,PS201804A,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
9,CE02SHSP-SP001-09-PARADJ000,CGINS-PARADJ-00412,2018-04-20T18:22:00,2018-05-09T21:00:00,44.63362,-124.302583,CGMCE-02SHSP-00009,PS201804A,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
9,CE02SHSP-SP001-06-SPKIRJ000,CGINS-SPKIRJ-00252,2018-04-20T18:22:00,2018-05-09T21:00:00,44.63362,-124.302583,CGMCE-02SHSP-00009,PS201804A,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
9,CE02SHSP-SP001-02-VELPTJ000,CGINS-VELPTJ-11900,2018-04-20T18:22:00,2018-05-09T21:00:00,44.63362,-124.302583,CGMCE-02SHSP-00009,PS201804A,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
10,CE02SHSP-SP001-00-SPPENG000,CGCON-CSPPCE-00006,2018-05-23T16:51:00,2018-08-01T20:30:00,44.62633,-124.29883,CGMCE-02SHSP-00010,PS201805C,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
10,CE02SHSP-SP001-08-CTDPFJ000,CGINS-CTDPFJ-00349,2018-05-23T16:51:00,2018-08-01T20:30:00,44.62633,-124.29883,CGMCE-02SHSP-00010,PS201805C,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
10,CE02SHSP-SP001-01-DOSTAJ000,CGINS-DOSTAJ-00646,2018-05-23T16:51:00,2018-08-01T20:30:00,44.62633,-124.29883,CGMCE-02SHSP-00010,PS201805C,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
10,CE02SHSP-SP001-07-FLORTJ000,CGINS-FLORTJ-01156,2018-05-23T16:51:00,2018-08-01T20:30:00,44.62633,-124.29883,CGMCE-02SHSP-00010,PS201805C,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
10,CE02SHSP-SP001-05-NUTNRJ000,CGINS-NUTNRJ-00337,2018-05-23T16:51:00,2018-08-01T20:30:00,44.62633,-124.29883,CGMCE-02SHSP-00010,PS201805C,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
10,CE02SHSP-SP001-04-OPTAAJ000,CGINS-OPTAAJ-00137,2018-05-23T16:51:00,2018-08-01T20:30:00,44.62633,-124.29883,CGMCE-02SHSP-00010,PS201805C,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
10,CE02SHSP-SP001-09-PARADJ000,CGINS-PARADJ-00412,2018-05-23T16:51:00,2018-08-01T20:30:00,44.62633,-124.29883,CGMCE-02SHSP-00010,PS201805C,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
10,CE02SHSP-SP001-06-SPKIRJ000,CGINS-SPKIRJ-00252,2018-05-23T16:51:00,2018-08-01T20:30:00,44.62633,-124.29883,CGMCE-02SHSP-00010,PS201805C,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
10,CE02SHSP-SP001-02-VELPTJ000,CGINS-VELPTJ-11900,2018-05-23T16:51:00,2018-08-01T20:30:00,44.62633,-124.29883,CGMCE-02SHSP-00010,PS201805C,CGVEH-CSPPCE-00006,1,,,,,80,80,,,
11,CE02SHSP-SP001-00-SPPENG000,CGCON-CSPPCE-00008,2018-09-29T23:20:25,2018-11-08T20:40:00,44.637117,-124.302617,CGMCE-02SHSP-00011,SR1813,CGVEH-CSPPCE-00008,1,,,,,80,80,,,
11,CE02SHSP-SP001-08-CTDPFJ000,CGINS-CTDPFJ-00336,2018-09-29T23:20:25,2018-11-08T20:40:00,44.637117,-124.302617,CGMCE-02SHSP-00011,SR1813,CGVEH-CSPPCE-00008,1,,,,,80,80,,,
11,CE02SHSP-SP001-01-DOSTAJ000,CGINS-DOSTAJ-00353,2018-09-29T23:20:25,2018-11-08T20:40:00,44.637117,-124.302617,CGMCE-02SHSP-00011,SR1813,CGVEH-CSPPCE-00008,1,,,,,80,80,,,
11,CE02SHSP-SP001-07-FLORTJ000,CGINS-FLORTJ-01519,2018-09-29T23:20:25,2018-11-08T20:40:00,44.637117,-124.302617,CGMCE-02SHSP-00011,SR1813,CGVEH-CSPPCE-00008,1,,,,,80,80,,,
11,CE02SHSP-SP001-05-NUTNRJ000,CGINS-NUTNRJ-00871,2018-09-29T23:20:25,2018-11-08T20:40:00,44.637117,-124.302617,CGMCE-02SHSP-00011,SR1813,CGVEH-CSPPCE-00008,1,,,,,80,80,,,
11,CE02SHSP-SP001-04-OPTAAJ000,CGINS-OPTAAD-00184,2018-09-29T23:20:25,2018-11-08T20:40:00,44.637117,-124.302617,CGMCE-02SHSP-00011,SR1813,CGVEH-CSPPCE-00008,1,,,,,80,80,,,
11,CE02SHSP-SP001-09-PARADJ000,CGINS-PARADJ-00505,2018-09-29T23:20:25,2018-11-08T20:40:00,44.637117,-124.302617,CGMCE-02SHSP-00011,SR1813,CGVEH-CSPPCE-00008,1,,,,,80,80,,,
11,CE02SHSP-SP001-06-SPKIRJ000,CGINS-SPKIRJ-00266,2018-09-29T23:20:25,2018-11-08T20:40:00,44.637117,-124.302617,CGMCE-02SHSP-00011,SR1813,CGVEH-CSPPCE-00008,1,,,,,80,80,,,
11,CE02SHSP-SP001-02-VELPTJ000,CGINS-VELPTJ-12886,2018-09-29T23:20:25,2018-11-08T20:40:00,44.637117,-124.302617,CGMCE-02SHSP-00011,SR1813,CGVEH-CSPPCE-00008,1,,,,,80,80,,,
12,CE02SHSP-SP001-00-SPPENG000,CGCON-CSPPCE-00001,2019-04-03T18:42:00,2019-05-07T20:27:00,44.637867,-124.300667,CGMCE-02SHSP-00012,EK20190403,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
12,CE02SHSP-SP001-08-CTDPFJ000,CGINS-CTDPFJ-00308,2019-04-03T18:42:00,2019-05-07T20:27:00,44.637867,-124.300667,CGMCE-02SHSP-00012,EK20190403,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
12,CE02SHSP-SP001-01-DOSTAJ000,CGINS-DOSTAJ-00209,2019-04-03T18:42:00,2019-05-07T20:27:00,44.637867,-124.300667,CGMCE-02SHSP-00012,EK20190403,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
12,CE02SHSP-SP001-07-FLORTJ000,CGINS-FLORTJ-01084,2019-04-03T18:42:00,2019-05-07T20:27:00,44.637867,-124.300667,CGMCE-02SHSP-00012,EK20190403,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
12,CE02SHSP-SP001-05-NUTNRJ000,CGINS-NUTNRJ-00870,2019-04-03T18:42:00,2019-05-07T20:27:00,44.637867,-124.300667,CGMCE-02SHSP-00012,EK20190403,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
12,CE02SHSP-SP001-04-OPTAAJ000,CGINS-OPTAAJ-00284,2019-04-03T18:42:00,2019-05-07T20:27:00,44.637867,-124.300667,CGMCE-02SHSP-00012,EK20190403,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
12,CE02SHSP-SP001-09-PARADJ000,CGINS-PARADJ-00365,2019-04-03T18:42:00,2019-05-07T20:27:00,44.637867,-124.300667,CGMCE-02SHSP-00012,EK20190403,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
