OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
ATAPL-68870-001-0145,RS03AXPS-SF03A,,Mooring,SN0145,7/9/2015,
ATAPL-58336-00009,,RS03AXPS-SF03A-4F-PCO2WA301,Sensor,C0123,,
ATAPL-70114-00007,,RS03AXPS-SF03A-4B-VELPTD302,Sensor,"AQS-7340
AQD-12469",,
ATAPL-68020-00007,,RS03AXPS-SF03A-4A-NUTNRA301,Sensor,618,,
ATAPL-58341-00007,,RS03AXPS-SF03A-3D-SPKIRA301,Sensor,293,,
ATAPL-66645-00007,,RS03AXPS-SF03A-3C-PARADA301,Sensor,557,,
ATAPL-58332-00006,,RS03AXPS-SF03A-3B-OPTAAD301,Sensor,251,,
ATAPL-58322-00010,,RS03AXPS-SF03A-3A-FLORTD301,Sensor,1293,,
ATAPL-58337-00009,,RS03AXPS-SF03A-2D-PHSENA301,Sensor,P0161,,
ATAPL-58694-00006,,RS03AXPS-SF03A-2A-DOFSTA302,Sensor,43-3164,,
ATAPL-66662-00010,,RS03AXPS-SF03A-2A-CTDPFA302,Sensor,16-50122,,
,,,,,,
ATAPL-68870-001-0142,RS03AXPS-SF03A,,Mooring,SN0142,7/14/2016,
ATAPL-58336-00002,,RS03AXPS-SF03A-4F-PCO2WA301,Sensor,SAMI2-C0075,,
ATAPL-68020-00002,,RS03AXPS-SF03A-4A-NUTNRA301,Sensor,379,,
ATAPL-58341-00002,,RS03AXPS-SF03A-3D-SPKIRA301,Sensor,244,,
ATAPL-66645-00002,,RS03AXPS-SF03A-3C-PARADA301,Sensor,463,,
ATAPL-58332-00001,,RS03AXPS-SF03A-3B-OPTAAD301,Sensor,134,,
ATAPL-58337-00005,,RS03AXPS-SF03A-2D-PHSENA301,Sensor,P0113,,
ATAPL-58694-00002,,RS03AXPS-SF03A-2A-DOFSTA302,Sensor,43-2484,,
ATAPL-66662-00003,,RS03AXPS-SF03A-2A-CTDPFA302,Sensor,16P71179-7232-2484,,
